0.000 0.000 -10.00000000000 
0.000 0.100  10.00000000000 
0.000 0.200  10.00000000000 
0.000 0.300  10.00000000000 
0.000 0.400  10.00000000000 
0.000 0.500  10.00000000000 
0.000 0.600  10.00000000000 
0.000 0.700  10.00000000000 
0.000 0.800  10.00000000000 
0.000 0.900  10.00000000000 
0.000 1.000  10.00000000000 
0.000 1.100  10.00000000000 
0.000 1.200  10.00000000000 
0.000 1.300  10.00000000000 
0.000 1.400  10.00000000000 
0.000 1.500  10.00000000000 
0.000 1.600  10.00000000000 
0.000 1.700  10.00000000000 
0.000 1.800  10.00000000000 
0.000 1.900  10.00000000000 
0.000 2.000  10.00000000000 
0.000 2.100  10.00000000000 
0.000 2.200  10.00000000000 
0.000 2.300  10.00000000000 
0.000 2.400  10.00000000000 
0.000 2.500  10.00000000000 
0.000 2.600  10.00000000000 
0.000 2.700  10.00000000000 
0.000 2.800  10.00000000000 
0.000 2.900  10.00000000000 
0.000 3.000  10.00000000000 
0.000 3.100  10.00000000000 
0.000 3.200  10.00000000000 
0.000 3.300  10.00000000000 
0.000 3.400  10.00000000000 
0.000 3.500  10.00000000000 
0.000 3.600  10.00000000000 
0.000 3.700  10.00000000000 
0.000 3.800  10.00000000000 
0.000 3.900  10.00000000000 
0.000 4.000  10.00000000000 
0.000 4.100  10.00000000000 
0.000 4.200  10.00000000000 
0.000 4.300  10.00000000000 
0.000 4.400  10.00000000000 
0.000 4.500  10.00000000000 
0.000 4.600  10.00000000000 
0.000 4.700  10.00000000000 
0.000 4.800  10.00000000000 
0.000 4.900  10.00000000000 
0.000 5.000  10.00000000000 
0.000 5.100  10.00000000000 
0.000 5.200  10.00000000000 
0.000 5.300  10.00000000000 
0.000 5.400  10.00000000000 
0.000 5.500  10.00000000000 
0.000 5.600  10.00000000000 
0.000 5.700  10.00000000000 
0.000 5.800  10.00000000000 
0.000 5.900  10.00000000000 
0.000 6.000  10.00000000000 
0.000 6.100  10.00000000000 
0.000 6.200  10.00000000000 
0.000 6.300  10.00000000000 
0.000 6.400  10.00000000000 
0.000 6.500  10.00000000000 
0.000 6.600  10.00000000000 
0.000 6.700  10.00000000000 
0.000 6.800  10.00000000000 
0.000 6.900  10.00000000000 
0.000 7.000  10.00000000000 
0.000 7.100  10.00000000000 
0.000 7.200  10.00000000000 
0.000 7.300  10.00000000000 
0.000 7.400  10.00000000000 
0.000 7.500  10.00000000000 
0.000 7.600  10.00000000000 
0.000 7.700  10.00000000000 
0.000 7.800  10.00000000000 
0.000 7.900  10.00000000000 
0.000 8.000  10.00000000000 
0.000 8.100  10.00000000000 
0.000 8.200  10.00000000000 
